id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
17475,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.59-23.37 Lakh*,1659000,2337000,7,220000,Individual,Diesel,Manual,15.1,2179,140,7,800000
17476,Honda Brio,Honda,Brio,,,,9,28000,Dealer,Petrol,Manual,19.4,1198,86.8,5,370000
17477,Skoda Octavia,Skoda,Octavia,,,,4,48592,Dealer,Diesel,Manual,18.7,1896,66,5,1675000
17478,Audi Q5,Audi,Q5,,,,10,75000,Dealer,Diesel,Automatic,12.8,1968,167.6,5,1245000
17479,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.41-14.16 Lakh*,1041000,1416000,8,68281,Dealer,Diesel,Manual,22.7,1498,89.84,5,420000
17480,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,989000,1336000,3,38000,Dealer,Diesel,Manual,22.54,1396,88.76,5,875000
17481,Volkswagen Polo,Volkswagen,Polo,,,,9,39000,Dealer,Diesel,Manual,22.07,1199,73.9,5,365000
17482,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000,1806000,10,85000,Individual,Petrol,Manual,17,1497,118,5,530000
17483,BMW 5,BMW,5,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,7320000,8267000,3,12000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3900000
17484,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,,,,5,40000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,4700000
17485,Mahindra XUV500,Mahindra,XUV500,,,,8,81000,Dealer,Diesel,Manual,15.1,2179,140,7,715000
17486,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,705000,741000,13,51000,Dealer,Petrol,Manual,19.81,1086,68.05,5,175000
17487,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.10.22 Lakh*,1022000,1022000,3,25000,Dealer,CNG,Manual,17.5,1373,80.46,7,795000
17488,Volkswagen Vento,Volkswagen,Vento,,,,8,118000,Dealer,Diesel,Manual,20.54,1598,103.5,5,540000
17489,Skoda Rapid,Skoda,Rapid,New Car (On-Road Price) : Rs.8.68-15.33 Lakh*,868000,1533000,9,57000,Dealer,Petrol,Manual,15,1598,103.5,5,295000
17490,Toyota Corolla,Toyota,Corolla,,,,10,89157,Dealer,Diesel,Manual,21.43,1364,87.2,5,600000
17491,Toyota Fortuner,Toyota,Fortuner,,,,4,100930,Dealer,Diesel,Automatic,15.04,2755,174.5,7,2925000
17492,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.87-10.54 Lakh*,687000,1054000,1,7000,Individual,Petrol,Manual,21.01,1197,81.8,5,750000
17493,Renault Duster,Renault,Duster,,,,8,38000,Individual,Diesel,Manual,19.01,1461,108.45,5,580000
17494,Hyundai i20,Hyundai,i20,,,,7,90000,Individual,Petrol,Manual,18.5,1197,82.85,5,535000
17495,Maruti Vitara,Maruti,Vitara,,,,5,33254,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
17496,Fiat Linea,Fiat,Linea,,,,10,110000,Individual,Diesel,Manual,19,1248,93,5,300000
17497,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,604000,898000,2,11893,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,660000
17498,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.77-14.59 Lakh*,1077000,1459000,6,36203,Dealer,Diesel,Manual,22.77,1498,98.59,5,725000
17499,Volkswagen Polo,Volkswagen,Polo,,,,5,86400,Dealer,Diesel,Manual,20.14,1498,88,5,565000
17500,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,7,70000,Dealer,Petrol,Automatic,18.9,1197,82,5,430000
17501,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.90-14.19 Lakh*,990000,1419000,5,47935,Dealer,Petrol,Automatic,14.7,1496,120.69,5,865000
17502,Nissan Micra,Nissan,Micra,,,,3,13746,Dealer,Petrol,Manual,19.49,1198,67.04,5,450000
17503,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.91-17.28 Lakh*,1091000,1728000,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,970000
17504,Jaguar XJ,Jaguar,XJ,,,,8,63000,Dealer,Diesel,Automatic,10.5,2993,271.2,4,3300000
17505,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.9.22-12.90 Lakh*,922000,1290000,4,20000,Individual,Petrol,Manual,17.5,1373,91.1,7,750000
17506,Toyota Etios,Toyota,Etios,,,,9,55000,Dealer,Petrol,Manual,17.71,1197,78.9,5,290000
17507,Tata Indica,Tata,Indica,,,,7,30000,Individual,Diesel,Manual,25,1396,69,5,300000
17508,Hyundai Sonata,Hyundai,Sonata,,,,9,7500,Dealer,Petrol,Manual,13.44,2359,198.25,5,1150000
17509,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-13.62 Lakh*,822000,1362000,10,65000,Dealer,Petrol,Manual,18.5,1197,80,5,300000
17510,Skoda Kodiaq,Skoda,Kodiaq,,,,2,3000,Dealer,Diesel,Automatic,16.25,1968,148,7,3850000
17511,Renault Scala,Renault,Scala,,,,5,52732,Dealer,Diesel,Manual,21.64,1461,84.8,5,600000
17512,BMW 5,BMW,5,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,7604000,8524000,11,48000,Dealer,Diesel,Automatic,16.73,2495,218,5,1290000
17513,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000,771000,10,83347,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
17514,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.60-4.80 Lakh*,360000,480000,6,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,270000
17515,Mahindra KUV,Mahindra,KUV,,,,5,43405,Trustmark Dealer,Diesel,Manual,25.32,1198,77,5,475000
17516,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.46-14.27 Lakh*,1046000,1427000,3,60000,Individual,Diesel,Manual,23,1498,98.96,5,990000
17517,Volkswagen Polo,Volkswagen,Polo,,,,2,21000,Dealer,Diesel,Manual,20.14,1498,88,5,865000
17518,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.4.97-5.02 Lakh*,497000,502000,5,77658,Dealer,CNG,Manual,33.44,796,40.3,4,325000
17519,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000,988000,9,79000,Dealer,Diesel,Manual,20,1399,68,5,365000
17520,Honda Mobilio,Honda,Mobilio,,,,7,58158,Dealer,Diesel,Manual,24.5,1498,98.6,7,625000
17521,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,1280000,1701000,13,122671,Individual,Petrol,Manual,17.7,1497,78,5,140000
17522,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.9.60-10.91 Lakh*,960000,1091000,4,22500,Dealer,Petrol,Manual,17.5,1199,88.7,5,733000
17523,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,107000,Dealer,Diesel,Manual,23.4,1248,74,5,285000
17524,Maruti Swift,Maruti,Swift,,,,10,100000,Individual,Diesel,Manual,22.9,1248,74,5,325000
17525,Hyundai Xcent,Hyundai,Xcent,,,,7,35480,Dealer,Petrol,Manual,19.1,1197,81.86,5,415000
17526,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.36-18.83 Lakh*,1336000,1883000,9,90000,Individual,Diesel,Manual,22.32,1582,126.3,5,630000
17527,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.88-17.52 Lakh*,1488000,1752000,7,62000,Dealer,Diesel,Manual,26,1498,98.6,5,580000
17528,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.26-12.19 Lakh*,926000,1219000,11,78000,Individual,Diesel,Manual,23,1396,90,5,215000
17529,Honda City,Honda,City,,,,7,57762,Dealer,Petrol,Manual,17.4,1497,117.6,5,550000
17530,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,648000,657000,7,39000,Dealer,Petrol,Manual,18.9,1197,81.86,5,360000
17531,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,968000,1336000,4,58000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
17532,Hyundai i10,Hyundai,i10,,,,10,94000,Individual,Petrol,Manual,19.81,1086,68.05,5,222000
17533,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000,1324000,10,50000,Dealer,Petrol,Manual,18.5,1197,80,5,275000
17534,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000,1806000,15,89500,Dealer,Petrol,Manual,17.7,1497,78,5,249000
17535,Maruti Alto,Maruti,Alto,,,,2,13413,Dealer,Petrol,Automatic,23.95,998,67.05,5,485000
17536,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.13-9.66 Lakh*,913000,966000,9,106000,Dealer,Diesel,Manual,20,1399,68,5,285000
17537,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.92-12.19 Lakh*,892000,1219000,7,60000,Individual,Petrol,Manual,16.02,1373,93.7,7,650000
17538,Maruti Baleno,Maruti,Baleno,,,,2,4300,Dealer,Petrol,Automatic,21.4,1197,83.1,5,790000
17539,Maruti Ciaz,Maruti,Ciaz,,,,4,45185,Dealer,Diesel,Manual,28.09,1248,88.5,5,875000
17540,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.78-5.26 Lakh*,478000,526000,2,30000,Individual,Petrol,Manual,15.37,1196,73,7,370000
17541,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,1783000,2491000,9,120442,Dealer,Diesel,Manual,15.1,2179,140,7,825000
17542,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.10-6.18 Lakh*,610000,618000,6,25000,Dealer,CNG,Manual,26.2,998,58.2,5,385000
17543,Toyota Innova,Toyota,Innova,,,,6,225000,Individual,Diesel,Manual,12.99,2494,100.6,7,1350000
17544,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,653000,995000,9,45000,Dealer,Petrol,Manual,17.5,1298,85.8,5,340000
17545,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.67-6.07 Lakh*,367000,607000,4,25000,Individual,Petrol,Manual,23.01,999,67,5,330000
17546,Volkswagen Ameo,Volkswagen,Ameo,,,,5,41189,Dealer,Diesel,Automatic,22,1498,108.495,5,695000
17547,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.4.00-6.32 Lakh*,400000,632000,3,22500,Dealer,Petrol,Manual,22.5,999,67,5,280000
17548,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000,1645000,4,23000,Dealer,Petrol,Automatic,17,1591,121.3,5,1050000
17549,Renault Duster,Renault,Duster,,,,8,250000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
17550,Mercedes-Benz CLA,Mercedes-Benz,CLA,,,,5,56000,Dealer,Diesel,Automatic,17.9,2143,136,5,1970000
17551,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.19-13.93 Lakh*,819000,1393000,3,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,635000
17552,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.88-17.63 Lakh*,1488000,1763000,5,50000,Dealer,Diesel,Manual,26,1498,98.6,5,825000
17553,Tata Hexa,Tata,Hexa,New Car (On-Road Price) : Rs.14.10 Lakh*,1410000,1410000,3,84523,Dealer,Diesel,Manual,17.6,2179,153.86,7,1198000
17554,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.19-13.93 Lakh*,819000,1393000,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,530000
17555,Tata Nano,Tata,Nano,,,,5,15000,Individual,Petrol,Automatic,21.9,624,37.48,4,135000
17556,Maruti Swift,Maruti,Swift,,,,5,40000,Individual,Diesel,Manual,25.2,1248,74,5,630000
17557,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,4,33181,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
17558,Renault Duster,Renault,Duster,,,,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,300000
17559,Audi Q3,Audi,Q3,,,,4,48000,Dealer,Diesel,Automatic,18.51,1968,147.51,5,2450000
17560,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.36-10.90 Lakh*,736000,1090000,4,11437,Dealer,Petrol,Automatic,18.5,1197,83.14,5,699000
17561,Honda City,Honda,City,,,,10,58000,Dealer,Petrol,Manual,17,1497,118,5,455000
17562,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,555000,700000,7,29000,Dealer,Petrol,Automatic,23.1,998,67.04,5,465000
17563,Tata Zest,Tata,Zest,,,,6,96000,Individual,Diesel,Automatic,21.58,1248,88.7,5,290000
17564,Chevrolet Sail,Chevrolet,Sail,,,,7,50000,Individual,Petrol,Manual,18.2,1199,82.4,5,265000
17565,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.83-9.86 Lakh*,683000,986000,12,100000,Individual,Petrol,Manual,16.1,1298,88.2,5,320000
17566,Maruti Swift Dzire,Maruti,Swift Dzire,,,,8,120000,Individual,Diesel,Manual,23.4,1248,74,5,350000
17567,Maruti Alto,Maruti,Alto,,,,3,59000,Dealer,CNG,Manual,33.44,796,40.3,4,300000
17568,Skoda Rapid,Skoda,Rapid,,,,7,80000,Dealer,Diesel,Manual,21.14,1498,103.6,5,525000
17569,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,968000,1336000,4,450003,Dealer,Petrol,Manual,20.73,1373,91.1,5,690000
17570,Tata Indica,Tata,Indica,,,,13,30000,Individual,Petrol,Manual,15.3,1193,65.3,5,100000
17571,Volkswagen Vento,Volkswagen,Vento,,,,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5,525000
17572,Toyota Corolla,Toyota,Corolla,,,,10,65000,Dealer,Petrol,Manual,14.53,1798,138.1,5,425000
17573,Volkswagen Polo,Volkswagen,Polo,,,,3,52000,Dealer,Diesel,Manual,20.14,1498,88.8,5,775000
17574,Maruti Vitara,Maruti,Vitara,,,,2,12509,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
17575,Audi Q3,Audi,Q3,,,,7,79500,Individual,Diesel,Automatic,15.73,1968,174.33,5,1951000
17576,Maruti S-Cross,Maruti,S-Cross,,,,4,35000,Individual,Diesel,Manual,25.1,1248,88.5,5,790000
17577,Toyota Innova,Toyota,Innova,,,,5,57000,Dealer,Petrol,Manual,11.4,1998,130.1,7,1450000
17578,Toyota Innova,Toyota,Innova,,,,6,113000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1125000
17579,Maruti Swift,Maruti,Swift,,,,9,112454,Dealer,Diesel,Manual,22.9,1248,74,5,440000
17580,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000,1699000,8,47000,Dealer,Petrol,Manual,16.8,1497,116.3,5,445000
17581,Maruti Ertiga,Maruti,Ertiga,,,,7,42000,Dealer,Diesel,Manual,20.77,1248,88.8,7,750000
17582,Maruti Alto,Maruti,Alto,,,,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,260000
17583,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.9.20-11.83 Lakh*,920000,1183000,4,41000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,725000
17584,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,New Car (On-Road Price) : Rs.1.69Cr-3.27 Cr*,16900000,32700000,14,100000,Dealer,Petrol,Automatic,7.81,5461,362.9,5,1285000
17585,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.10.01-13.86 Lakh*,1001000,1386000,2,8500,Individual,Petrol,Manual,21.56,1462,103.25,5,950000
17586,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.13.39-22.29 Lakh*,1339000,2229000,5,48000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1175000
17587,Hyundai Xcent,Hyundai,Xcent,,,,3,15000,Individual,Petrol,Manual,20.14,1197,81.86,5,590000
17588,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000,1806000,4,27880,Dealer,Petrol,Automatic,18.4,1498,119.3,5,1145000
17589,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.71-7.64 Lakh*,571000,764000,2,8401,Dealer,Petrol,Automatic,21.79,998,67.05,5,545000
17590,Maruti S-Cross,Maruti,S-Cross,,,,4,35000,Individual,Diesel,Manual,25.1,1248,88.5,5,800000
17591,Maruti Swift,Maruti,Swift,,,,12,108000,Dealer,Diesel,Manual,17.8,1248,75,5,275000
17592,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.15-18.44 Lakh*,1315000,1844000,10,48000,Individual,Diesel,Manual,16.2,1493,110,5,325000
17593,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000,1284000,6,98000,Dealer,Diesel,Manual,23,1396,90,5,625000
17594,Mahindra Bolero,Mahindra,Bolero,,,,1,2000,Individual,Diesel,Manual,16.5,1493,62,7,800000
17595,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.19-13.13 Lakh*,919000,1313000,5,41500,Dealer,Petrol,Automatic,15.63,1499,110.4,5,649000
17596,Ford Figo,Ford,Figo,,,,7,42000,Dealer,Diesel,Manual,20,1399,68.05,5,460000
17597,Maruti Swift Dzire,Maruti,Swift Dzire,,,,10,85000,Dealer,Diesel,Manual,19.3,1248,73.9,5,340000
17598,Maruti Ertiga,Maruti,Ertiga,,,,5,86000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
17599,Renault Captur,Renault,Captur,,,,3,10000,Individual,Diesel,Manual,20.37,1461,108.45,5,1200000
17600,Volkswagen Beetle,Volkswagen,Beetle,,,,11,30000,Dealer,Petrol,Automatic,10.98,1984,114.4,4,1800000
17601,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.90-14.19 Lakh*,990000,1419000,6,61087,Dealer,Petrol,Automatic,15.63,1499,110.4,5,785000
17602,Volkswagen Vento,Volkswagen,Vento,,,,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,450000
17603,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.42-9.81 Lakh*,942000,981000,2,40000,Individual,Diesel,Manual,26.1,1498,99.23,5,700000
17604,Skoda Rapid,Skoda,Rapid,,,,9,70000,Individual,Diesel,Manual,20.5,1598,103.5,5,450000
17605,Audi A4,Audi,A4,,,,9,80000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1400000
17606,Toyota Corolla,Toyota,Corolla,,,,7,67000,Dealer,Petrol,Automatic,14.28,1798,138.03,5,895000
17607,Toyota Yaris,Toyota,Yaris,New Car (On-Road Price) : Rs.11.03-18.11 Lakh*,1103000,1811000,3,25017,Dealer,Petrol,Automatic,17.8,1496,105.5,5,950000
17608,Maruti Alto,Maruti,Alto,,,,10,68000,Dealer,Petrol,Manual,20.92,998,67.1,5,265000
17609,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,14,65000,Dealer,Petrol,Manual,17.7,1497,78,5,110000
17610,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.48.86-1.64 Cr*,488600000,16400000,10,59000,Dealer,Petrol,Automatic,11.74,1796,186,5,650000
17611,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,705000,1073000,4,9000,Dealer,Petrol,Manual,21.4,1197,83.1,5,595000
17612,Honda Mobilio,Honda,Mobilio,,,,7,59107,Dealer,Diesel,Manual,24.2,1498,98.6,7,435000
17613,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,803000,1341000,5,49515,Dealer,Petrol,Manual,18.5,1197,80,5,485000
17614,Hyundai Santro,Hyundai,Santro,,,,13,52000,Dealer,Petrol,Manual,17.92,1086,62.1,5,235000
17615,Maruti A,Maruti,A,,,,10,44804,Dealer,Petrol,Automatic,16.98,998,66.1,5,275000
17616,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.15-16.79 Lakh*,1415000,1679000,5,68000,Individual,Diesel,Manual,26,1498,98.6,5,630000
17617,Toyota Innova,Toyota,Innova,,,,7,117306,Dealer,Diesel,Manual,12.99,2494,100.6,7,800000
17618,Tata Tiago,Tata,Tiago,New Car (On-Road Price) : Rs.5.96-8.27 Lakh*,596000,827000,3,31000,Dealer,Petrol,Manual,23.84,1199,84,5,475000
17619,Maruti Baleno,Maruti,Baleno,,,,4,40000,Dealer,Diesel,Manual,27.39,1248,74,5,725000
17620,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.4.97-5.02 Lakh*,497000,502000,3,30112,Dealer,CNG,Manual,33.44,796,40.3,4,360000
17621,Hyundai i20,Hyundai,i20,,,,6,18000,Individual,Diesel,Manual,21.19,1396,88.73,5,600000
17622,Honda Jazz,Honda,Jazz,,,,5,44000,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000
17623,Hyundai Grand,Hyundai,Grand,,,,6,8700,Dealer,Petrol,Manual,18.9,1197,82,5,475000
17624,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.83-6.20 Lakh*,383000,620000,5,47000,Dealer,Petrol,Manual,25.17,799,53.3,5,225000
17625,Toyota Camry,Toyota,Camry,,,,7,100000,Dealer,Petrol,Automatic,12.1,2362,164.7,5,1100000
17626,Skoda Superb,Skoda,Superb,New Car (On-Road Price) : Rs.36.39-39.36 Lakh*,3639000,3936000,11,59000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,449000
17627,Maruti Swift Dzire,Maruti,Swift Dzire,,,,2,11000,Dealer,Petrol,Manual,22,1197,81.8,5,645000
17628,Ford Ecosport,Ford,Ecosport,,,,2,36520,Dealer,Diesel,Manual,22.77,1498,98.59,5,1090000
17629,Maruti Swift Dzire,Maruti,Swift Dzire,,,,8,90000,Individual,Diesel,Manual,23.4,1248,74,5,550000
17630,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.05-22.54 Lakh*,1605000,2254000,5,67000,Individual,Diesel,Manual,16,2179,140,7,960000
17631,Chevrolet Beat,Chevrolet,Beat,,,,11,67000,Dealer,Petrol,Manual,18.6,1199,79.4,5,275000
17632,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.70-19.75 Lakh*,1170000,1975000,5,56000,Individual,Diesel,Manual,19.67,1582,126.2,5,875000
17633,Maruti Ertiga,Maruti,Ertiga,,,,8,94000,Dealer,Diesel,Manual,20.77,1248,88.76,7,585000
17634,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000,1699000,7,43000,Dealer,Petrol,Automatic,18,1497,117.3,5,675000
17635,Toyota Corolla,Toyota,Corolla,,,,5,39547,Dealer,Petrol,Automatic,14.53,1794,138.1,5,1495000
17636,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.21.31-31.07 Lakh*,2131000,3107000,3,36000,Individual,Diesel,Manual,13.68,2393,147.8,7,2150000
17637,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.83-8.69 Lakh*,583000,869000,2,7500,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000
17638,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.78-12.90 Lakh*,778000,1290000,3,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
17639,Skoda Rapid,Skoda,Rapid,,,,5,22500,Individual,Diesel,Manual,21.14,1498,103.52,5,600000
17640,Maruti Ciaz,Maruti,Ciaz,,,,5,72000,Dealer,Diesel,Manual,28.09,1248,88.5,5,560000
17641,Maruti Baleno,Maruti,Baleno,,,,4,50000,Individual,Diesel,Manual,27.39,1248,74,5,625000
17642,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,723000,1175000,4,70000,Individual,Petrol,Automatic,17.21,1197,103.5,5,700000
17643,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,740000,1208000,11,50000,Dealer,Petrol,Manual,16.47,1198,73.9,5,395000
17644,Hyundai EON,Hyundai,EON,,,,9,10000,Dealer,Petrol,Manual,21.1,814,55.2,5,305000
17645,Maruti Swift Dzire,Maruti,Swift Dzire,,,,3,40000,Individual,Diesel,Automatic,28.4,1248,74.02,5,700000
17646,Toyota Innova,Toyota,Innova,,,,8,139000,Dealer,Diesel,Manual,12.99,2494,100,8,850000
17647,Hyundai i20,Hyundai,i20,,,,5,60000,Individual,Petrol,Manual,17.19,1197,81.86,5,700000
17648,Toyota Innova,Toyota,Innova,,,,2,20000,Dealer,Diesel,Automatic,13.68,2393,147.51,7,1835000
17649,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000,719000,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,276000
17650,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000,4522000,6,59000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1875000
17651,Tata Nano,Tata,Nano,,,,7,1452,Dealer,Petrol,Manual,25.4,624,37.5,4,184000
17652,Maruti Ciaz,Maruti,Ciaz,,,,3,90000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
17653,Volvo V40,Volvo,V40,,,,3,21000,Dealer,Diesel,Automatic,16.8,1969,150,5,2600000
17654,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.03-6.31 Lakh*,503000,631000,3,15000,Individual,Petrol,Manual,23.1,998,67.04,5,316000
17655,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.15-10.66 Lakh*,715000,1066000,3,10000,Individual,Petrol,Automatic,21.21,1197,81.8,5,760000
17656,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,400000,654000,5,15000,Individual,Petrol,Manual,25.17,799,53.3,5,299000
17657,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,648000,657000,7,55738,Dealer,Petrol,Automatic,18.9,1197,82,5,440000
17658,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,770000,1278000,1,15000,Individual,Petrol,Manual,20.35,1197,81.86,5,660000
17659,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,1268000,1680000,13,120000,Individual,Petrol,Manual,17.7,1497,78,5,130000
17660,Honda Civic,Honda,Civic,New Car (On-Road Price) : Rs.22.27-26.55 Lakh*,2227000,2655000,2,16502,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2100000
